Ref;Quantité;LIVRFINLU;TIERSLU;Libelle client;Statut;Tiers livré;REFEXTERNELU;Date debut Validité
W000037335;2100;07/03/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1540;07/10/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1960;07/17/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;2240;07/24/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1960;07/31/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1960;08/07/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1820;08/14/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1820;08/21/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1820;08/28/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;1400;09/04/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000037335;280;09/11/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000037335;20190101
W000035923;13580;12/06/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;61740;12/13/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;14700;01/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13580;01/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11760;01/31/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;22820;02/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;2100;02/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;02/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11060;02/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;03/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11620;03/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11760;03/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11620;03/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11760;04/04/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;04/11/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12460;04/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;04/25/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;05/02/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;21110;11/18/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;24920;11/25/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;25200;12/02/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13720;12/13/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;10080;12/20/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12740;12/27/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;1400;01/03/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;28840;01/10/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;15120;01/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;01/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11060;05/09/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;05/16/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;05/23/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;05/30/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;06/06/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13440;06/13/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13580;06/20/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13580;06/27/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13580;07/04/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13160;07/11/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;07/18/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;07/25/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;08/01/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;08/08/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;08/15/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;08/22/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11900;08/29/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;09/05/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11480;09/12/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;9660;09/19/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11480;09/26/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;9380;10/03/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;10080;10/10/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;10/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;10/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11480;10/31/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;11/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12320;11/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12460;11/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12320;11/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12320;12/05/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;12/12/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;12/19/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;12/26/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;01/02/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12040;01/09/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;01/16/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12600;01/23/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;10360;01/30/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;10640;02/06/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;02/13/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;02/20/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11480;02/27/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;03/06/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12320;03/13/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12320;03/20/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12320;03/27/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12320;04/02/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12740;04/10/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11900;04/17/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;04/24/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;04/30/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11340;05/08/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;05/15/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;05/22/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;05/29/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;06/05/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;06/12/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12040;06/19/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;06/26/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;13020;07/03/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11480;07/10/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;07/17/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12040;07/24/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12880;07/31/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12600;08/07/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;10640;08/14/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;12740;08/21/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;10640;08/28/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;11760;09/04/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
W000035923;2240;09/11/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000035923;20190101
53342696;2646;12/06/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;10584;12/13/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;2205;01/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;01/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;01/31/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;3528;02/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;02/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;02/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;03/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;03/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;03/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;03/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;04/04/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;04/11/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;04/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;04/25/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;05/02/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;05/09/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;21110;11/18/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;4410;12/02/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;12/13/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;12/20/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;12/27/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;01/03/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;01/10/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;882;01/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;2205;01/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;2205;05/16/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;05/23/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;05/30/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;06/06/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;06/13/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;06/20/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;06/27/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/04/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/11/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/18/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/25/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;08/01/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;08/08/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;08/15/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;08/22/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;08/29/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;09/05/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;09/12/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;09/19/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;09/26/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;10/03/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;10/10/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;10/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;10/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;10/31/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;11/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;11/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;11/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;11/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;12/05/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;12/12/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;12/19/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;12/26/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;01/02/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;01/09/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;01/16/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;01/23/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;01/30/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;02/06/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;02/13/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;02/20/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;02/27/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;2205;03/06/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;03/13/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;03/20/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;03/27/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;04/02/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;04/10/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;04/17/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;04/24/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;04/30/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;05/08/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;05/15/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;05/22/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;05/29/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;06/05/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;06/12/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;06/19/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;06/26/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/03/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/10/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/17/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;07/24/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;07/31/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;08/07/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;08/14/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1764;08/21/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;08/28/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;1323;09/04/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
53342696;882;09/11/2026;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;53342696;20190101
W000058808;8680;12/06/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;19600;12/13/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4200;01/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;6300;01/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;3640;01/31/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;02/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;02/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;02/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;700;02/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4480;03/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;03/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4480;03/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;03/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4200;04/04/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;04/11/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;7840;04/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;04/25/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;05/02/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;21110;11/18/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5740;11/25/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;1120;12/02/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;2800;12/13/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;2940;12/20/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4060;12/27/2024;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;3780;01/03/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;3360;01/10/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4340;01/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5600;01/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4480;05/16/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4620;05/23/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4620;05/30/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4620;06/06/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;06/13/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5040;06/20/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;06/27/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5040;07/04/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;07/11/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5040;07/18/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;07/25/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;08/01/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;08/08/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5040;08/15/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;08/22/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;9240;08/29/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4620;09/05/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;3780;09/12/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4620;09/19/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;3640;09/26/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;3920;10/03/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;10/10/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5040;10/17/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5320;10/24/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5040;11/07/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4900;11/14/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4900;11/21/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4900;11/28/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;4900;12/05/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5040;12/12/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
W000058808;5180;12/19/2025;C00241;INTEVA PRODUCTS, LLC;N/A;C00241;W000058808;20190101
